Source,Target,weight,event,site,date,white,black,whiteElo,blackElo,result
Pavel Eljanov,Jan-Krzysztof Duda,1,Titled Tue 13th Jun Late,chess.com INT,2023.06.13,Jan-Krzysztof Duda,Pavel Eljanov,2732,2694,0-1
Pavel Eljanov,Alexander Morozevich,1,15. Karpov GM 2014,Poikovsky RUS,2014.05.20,Pavel Eljanov,Alexander Morozevich,2732,2719,1/2-1/2
Pavel Eljanov,Vladimir Kramnik,1,4. Norway Chess 2016,Stavanger NOR,2016.04.24,Vladimir Kramnik,Pavel Eljanov,2801,2765,1/2-1/2
Pavel Eljanov,Andrei Volokitin,1,XIII TCh-RUS,Sochi RUS,2006.04.22,Andrei Volokitin,Pavel Eljanov,2660,2665,1/2-1/2
Pavel Eljanov,Fabiano Caruana,1,NC World Masters 2023,Dortmund GER,2023.06.27,Fabiano Caruana,Pavel Eljanov,2773,2694,1/2-1/2
Pavel Eljanov,Sanan Sjugirov,1,Geza Hetenyi Mem 2023,Budapest HUN,2023.07.12,Pavel Eljanov,Sanan Sjugirov,2694,2699,1/2-1/2
Pavel Eljanov,Vugar Gashimov,1,25. ECC,Ohrid MKD,2009.10.10,Vugar Gashimov,Pavel Eljanov,2740,2717,1/2-1/2
Pavel Eljanov,Magnus Carlsen,1,World Rapid 2017,Riyadh KSA,2017.12.26,Magnus Carlsen,Pavel Eljanov,2837,2711,1/2-1/2
Pavel Eljanov,Anatoly Karpov,1,Tal Memorial Blitz,Moscow RUS,2008.08.30,Pavel Eljanov,Anatoly Karpov,2716,2651,1-0
Pavel Eljanov,Arkadij Naiditsch,1,TCh-ESP Div Honor 2021,Toledo ESP,2021.10.17,Arkadij Naiditsch,Pavel Eljanov,2660,2691,0-1
Pavel Eljanov,Alexander Khalifman,1,11. Aeroflot Open A,Moscow RUS,2012.02.10,Alexander Khalifman,Pavel Eljanov,2632,2690,1/2-1/2
Pavel Eljanov,Adhiban Baskaran,1,2. Sharjah Masters 2018,Sharjah UAE,2018.04.18,Adhiban Baskaran,Pavel Eljanov,2661,2700,1/2-1/2
Pavel Eljanov,Markus Ragger,1,TCh-FRA Top 12 2018,Brest FRA,2018.05.28,Pavel Eljanov,Markus Ragger,2702,2672,1/2-1/2
Pavel Eljanov,Baadur Jobava,1,23. Sigeman & Co 2017,Malmo SWE,2017.05.12,Pavel Eljanov,Baadur Jobava,2755,2713,1/2-1/2
Pavel Eljanov,Denis Khismatullin,1,Chigorin Memorial,St Petersburg RUS,2013.10.10,Pavel Eljanov,Denis Khismatullin,2729,2656,1/2-1/2
Pavel Eljanov,Vincent Keymer,1,ChessKid Cup Play-In,chess.com INT,2023.05.01,Pavel Eljanov,Vincent Keymer,2705,2700,1-0
Pavel Eljanov,Igor Kovalenko,1,15. ch-EUR Indiv 2014,Erevan ARM,2014.03.06,Igor Kovalenko,Pavel Eljanov,2626,2723,1/2-1/2
Pavel Eljanov,Wei Yi,1,PRO League KO 2023,chess.com INT,2023.05.12,Wei Yi,Pavel Eljanov,2722,2705,1/2-1/2
Pavel Eljanov,Vladislav Kovalev,1,World Blitz 2015,Berlin GER,2015.10.13,Pavel Eljanov,Vladislav Kovalev,2717,2546,1-0
Pavel Eljanov,Krishnan Sasikiran,1,6. Open,Dubai UAE,2004.04.27,Pavel Eljanov,Krishnan Sasikiran,2592,2659,1/2-1/2
Pavel Eljanov,Wesley So,1,Titled Tue 11th Apr Early,chess.com INT,2023.04.11,Pavel Eljanov,Wesley So,2705,2760,1-0
Pavel Eljanov,Alireza Firouzja,1,2. Sharjah Masters 2018,Sharjah UAE,2018.04.17,Pavel Eljanov,Alireza Firouzja,2700,2572,1-0
Pavel Eljanov,Rameshbabu Praggnanandhaa,1,Geza Hetenyi Mem 2023,Budapest HUN,2023.07.17,Rameshbabu Praggnanandhaa,Pavel Eljanov,2690,2694,1/2-1/2
Pavel Eljanov,Ray Robson,1,PRO League Group Stage,chess.com INT,2019.03.12,Ray Robson,Pavel Eljanov,2667,2680,1/2-1/2
Pavel Eljanov,Nodirbek Abdusattorov,1,World Rapid Team 2023,Dusseldorf GER,2023.08.26,Nodirbek Abdusattorov,Pavel Eljanov,2725,2695,1/2-1/2
Pavel Eljanov,Evgeny Najer,1,FIDE Chess.com Grand Swiss,Douglas ENG,2019.10.21,Evgeny Najer,Pavel Eljanov,2635,2663,1/2-1/2
Pavel Eljanov,Andrey Esipenko,1,Bundesliga 2022-23,Hamburg GER,2023.02.05,Andrey Esipenko,Pavel Eljanov,2668,2697,1/2-1/2
Pavel Eljanov,Laurent Fressinet,1,Aimchess Rapid Div 3 W,chess.com INT,2023.07.10,Pavel Eljanov,Laurent Fressinet,2694,2652,1/2-1/2
Pavel Eljanov,Gukesh Dommaraju,1,Chennai GMs 2023,Chennai IND,2023.12.20,Gukesh Dommaraju,Pavel Eljanov,2720,2691,1/2-1/2
Pavel Eljanov,Arjun Erigaisi,1,Chennai GMs 2023,Chennai IND,2023.12.18,Pavel Eljanov,Arjun Erigaisi,2691,2727,1/2-1/2
Pavel Eljanov,Alexey Sarana,1,AI Cup Div 2 W,chess.com INT,2023.09.25,Pavel Eljanov,Alexey Sarana,2695,2693,1-0
Pavel Eljanov,Jeffery Xiong,1,Titled Tue 6th Dec Late,chess.com INT,2022.12.06,Jeffery Xiong,Pavel Eljanov,2692,2706,1/2-1/2
Pavel Eljanov,Javokhir Sindarov,1,4th Sharjah Masters 2021,Sharjah UAE,2021.09.17,Javokhir Sindarov,Pavel Eljanov,2571,2680,1/2-1/2
Pavel Eljanov,David Howell,1,TCh-ESP Div Honor 2021,Toledo ESP,2021.10.14,Pavel Eljanov,David Howell,2691,2658,1-0
Pavel Eljanov,Parham Maghsoodloo,1,Chennai GMs 2023,Chennai IND,2023.12.15,Parham Maghsoodloo,Pavel Eljanov,2742,2691,0-1
Pavel Eljanov,Bassem Amin,1,27th Abu Dhabi Masters,Abu Dhabi UAE,2021.12.12,Pavel Eljanov,Bassem Amin,2683,2680,1/2-1/2
Pavel Eljanov,Luke McShane,1,Deutschland Grand Prix,Dortmund GER,2022.07.22,Luke McShane,Pavel Eljanov,2649,2681,1/2-1/2
Pavel Eljanov,Bogdan-Daniel Deac,1,Deutschland Grand Prix,Dortmund GER,2022.07.20,Pavel Eljanov,Bogdan-Daniel Deac,2681,2692,1/2-1/2
Pavel Eljanov,Pentala Harikrishna,1,Chennai GMs 2023,Chennai IND,2023.12.17,Pentala Harikrishna,Pavel Eljanov,2696,2691,1/2-1/2
Pavel Eljanov,Vasyl Ivanchuk,1,Bundesliga 2022-23,Munich GER,2022.10.23,Pavel Eljanov,Vasyl Ivanchuk,2697,2678,1-0
Pavel Eljanov,Samuel Sevian,1,MrDodgy Inv 3 GpB,chess24.com INT,2022.11.26,Pavel Eljanov,Samuel Sevian,2706,2687,1-0
Pavel Eljanov,Radosław Wojtaszek,1,Geza Hetenyi Mem 2023,Budapest HUN,2023.07.11,Radosław Wojtaszek,Pavel Eljanov,2676,2694,1/2-1/2
Boris Gelfand,Dmitry Andreikin,1,Tolstoy Mem 2021,Yasnaya Polyana RUS,2021.09.11,Boris Gelfand,Dmitry Andreikin,2680,2728,1/2-1/2
Boris Gelfand,Alexander Grischuk,1,Levitov Chess Week Rapid,Amsterdam NED,2023.09.22,Boris Gelfand,Alexander Grischuk,2655,2732,1-0
Boris Gelfand,Vladislav Artemiev,1,FIDE World Cup 2021,Krasnaya Polyana RUS,2021.07.18,Vladislav Artemiev,Boris Gelfand,2704,2675,1/2-1/2
Boris Gelfand,Hikaru Nakamura,1,76. Tata Steel Masters,Wijk aan Zee NED,2014.01.13,Hikaru Nakamura,Boris Gelfand,2789,2777,1/2-1/2
Boris Gelfand,Pavel Eljanov,1,Corus A,Wijk aan Zee NED,2008.01.27,Boris Gelfand,Pavel Eljanov,2737,2692,1-0
Boris Gelfand,Maxim Rodshtein,1,ECo-C Extraliga 2022-23,Czech Republic CZE,2022.10.15,Boris Gelfand,Maxim Rodshtein,2668,2602,1/2-1/2
Boris Gelfand,Ivan Cheparinov,1,World Blitz 2021,Warsaw POL,2021.12.30,Boris Gelfand,Ivan Cheparinov,2663,2664,1/2-1/2
Boris Gelfand,Ruslan Ponomariov,1,TCh-RUS Premier,Olginka RUS,2011.04.22,Boris Gelfand,Ruslan Ponomariov,2733,2743,1/2-1/2
Boris Gelfand,Peter Svidler,1,Levitov Chess Week Rapid,Amsterdam NED,2023.09.23,Peter Svidler,Boris Gelfand,2689,2655,1/2-1/2
Boris Gelfand,Alexander Morozevich,1,Amber Blindfold,Monte Carlo MNC,2007.03.23,Alexander Morozevich,Boris Gelfand,2741,2733,1/2-1/2
Boris Gelfand,Vladimir Kramnik,1,Levitov Chess Week Rapid,Amsterdam NED,2023.09.22,Vladimir Kramnik,Boris Gelfand,2753,2655,0-1
Boris Gelfand,Viswanathan Anand,1,Levitov Chess Week Rapid,Amsterdam NED,2023.09.23,Boris Gelfand,Viswanathan Anand,2655,2754,1/2-1/2
Boris Gelfand,Peter Leko,1,Tal Memorial Blitz 2014,Sochi RUS,2014.11.13,Peter Leko,Boris Gelfand,2731,2759,1/2-1/2
Boris Gelfand,Magnus Carlsen,1,World Blitz,Rishon Le Zion ISR,2006.09.07,Boris Gelfand,Magnus Carlsen,2729,2675,1-0
Boris Gelfand,Ernesto Inarkiev,1,World Blitz 2018,St Petersburg RUS,2018.12.30,Boris Gelfand,Ernesto Inarkiev,2673,2693,1-0
Boris Gelfand,Sergey Karjakin,1,Levitov Chess 50k 2022,lichess.org INT,2022.02.21,Boris Gelfand,Sergey Karjakin,2669,2743,1/2-1/2
Boris Gelfand,Levon Aronian,1,Satty Zhuldyz Blitz 2023,Astana KAZ,2023.04.24,Boris Gelfand,Levon Aronian,2678,2745,1/2-1/2
Boris Gelfand,Alexei Shirov,1,3. Kings' Tournament,Bazna ROM,2009.06.24,Boris Gelfand,Alexei Shirov,2733,2745,1/2-1/2
Boris Gelfand,Maxim Matlakov,1,Tolstoy Mem 2021,Yasnaya Polyana RUS,2021.09.12,Maxim Matlakov,Boris Gelfand,2683,2680,1/2-1/2
Boris Gelfand,Sergei Movsesian,1,FIDE Grand Swiss 2021,Riga LAT,2021.11.05,Boris Gelfand,Sergei Movsesian,2680,2627,1-0
Boris Gelfand,Rustam Kasimdzhanov,1,WCh Candidates s/f,Elista RUS,2007.06.03,Rustam Kasimdzhanov,Boris Gelfand,2677,2733,0-1
Boris Gelfand,Romain Edouard,1,21. European Teams,Hersonissos GRE,2017.10.30,Boris Gelfand,Romain Edouard,2737,2607,1-0
Boris Gelfand,Yu Yangyi,1,World Rapid 2018,St Petersburg RUS,2018.12.28,Yu Yangyi,Boris Gelfand,2764,2673,1/2-1/2
Boris Gelfand,Anatoly Karpov,1,Hoogovens,Wijk aan Zee NED,1998.01.18,Boris Gelfand,Anatoly Karpov,2675,2735,1/2-1/2
Boris Gelfand,Evgeny Bareev,1,Levitov Chess Week Blitz,Amsterdam NED,2019.08.03,Boris Gelfand,Evgeny Bareev,2686,2643,1-0
Boris Gelfand,Veselin Topalov,1,Hoogovens,Wijk aan Zee NED,1996.01.20,Boris Gelfand,Veselin Topalov,2700,2700,1/2-1/2
Boris Gelfand,Gata Kamsky,1,54th Biel Chess960 2021,Biel SUI,2021.07.24,Gata Kamsky,Boris Gelfand,2658,2675,0-1
Boris Gelfand,Liviu-Dieter Nisipeanu,1,4. Kings Tournament,Medias ROU,2010.06.21,Liviu-Dieter Nisipeanu,Boris Gelfand,2672,2741,0-1
Boris Gelfand,Alexander Khalifman,1,Corus,Wijk aan Zee NED,2002.01.27,Alexander Khalifman,Boris Gelfand,2688,2703,1/2-1/2
Boris Gelfand,Anish Giri,1,Julius Baer GenCup Prelim,chess24.com INT,2022.09.19,Boris Gelfand,Anish Giri,2668,2764,1/2-1/2
Boris Gelfand,Maxime Vachier-Lagrave,1,GM,Biel SUI,2009.07.24,Boris Gelfand,Maxime Vachier-Lagrave,2755,2703,1/2-1/2
Boris Gelfand,Wang Yue,1,FIDE GP Beijing,Beijing CHN,2013.07.05,Wang Yue,Boris Gelfand,2705,2773,1/2-1/2
Boris Gelfand,Fabiano Caruana,1,World Blitz 2021,Warsaw POL,2021.12.29,Fabiano Caruana,Boris Gelfand,2792,2663,0-1
Boris Gelfand,Wang Hao,1,FIDE GP Beijing,Beijing CHN,2013.07.14,Wang Hao,Boris Gelfand,2752,2773,1/2-1/2
Boris Gelfand,Anton Korobov,1,TCh-CZE Extraliga 2023-24,Czech Republic CZE,2023.12.17,Anton Korobov,Boris Gelfand,2658,2655,1/2-1/2
Boris Gelfand,Evgeny Alekseev,1,TCh-RUS,Sochi RUS,2007.05.06,Evgeny Alekseev,Boris Gelfand,2679,2733,1/2-1/2
Boris Gelfand,Michael Adams,1,World Blitz,Moscow RUS,2007.11.22,Boris Gelfand,Michael Adams,2736,2729,1-0
Boris Gelfand,Valery Salov,1,Hoogovens Blitz,Wijk aan Zee NED,1998.01.19,Valery Salov,Boris Gelfand,2680,2675,0-1
Boris Gelfand,Bogdan-Daniel Deac,1,5th Prague Masters 2023,Prague CZE,2023.06.25,Boris Gelfand,Bogdan-Daniel Deac,2668,2693,1/2-1/2
Boris Gelfand,Vugar Gashimov,1,TCh-RUS,Dagomys RUS,2008.04.10,Boris Gelfand,Vugar Gashimov,2723,2679,1/2-1/2
Boris Gelfand,Andrey Esipenko,1,35th Leon GM 2022,Leon ESP,2022.07.09,Andrey Esipenko,Boris Gelfand,2682,2668,0-1
Boris Gelfand,Shakhriyar Mamedyarov,1,Levitov Chess Week Rapid,Amsterdam NED,2023.09.25,Shakhriyar Mamedyarov,Boris Gelfand,2734,2655,1/2-1/2
Boris Gelfand,Teimour Radjabov,1,9th Gashimov Mem Rapid,Baku AZE,2023.12.10,Teimour Radjabov,Boris Gelfand,2723,2660,0-1
Boris Gelfand,Laurent Fressinet,1,Eurasian Blitz Chess Cup,Almaty KAZ,2016.06.18,Laurent Fressinet,Boris Gelfand,2687,2734,0-1
Boris Gelfand,Alexander Moiseenko,1,FIDE World Cup 2013,Tromso NOR,2013.08.18,Alexander Moiseenko,Boris Gelfand,2699,2764,1/2-1/2
Boris Gelfand,Ivan Sokolov,1,Koop Tjuchem,Groningen NED,1996.12.26,Ivan Sokolov,Boris Gelfand,2670,2665,1/2-1/2
Boris Gelfand,Krishnan Sasikiran,1,World Blitz 2019,Moscow RUS,2019.12.30,Krishnan Sasikiran,Boris Gelfand,2656,2684,0-1
Boris Gelfand,Dmitry Jakovenko,1,3. ACP World Rapid Cup,Odessa UKR,2009.05.23,Dmitry Jakovenko,Boris Gelfand,2753,2733,1/2-1/2
Boris Gelfand,David Navara,1,ECo-C Extraliga 2022-23,Czech Republic CZE,2022.10.16,David Navara,Boris Gelfand,2676,2668,1/2-1/2
Boris Gelfand,Vladimir Akopian,1,QF,Cap d'Agde FRA,1996.10.30,Vladimir Akopian,Boris Gelfand,2630,2665,1/2-1/2
Boris Gelfand,Gabriel Sargissian,1,Karen Asrian Memorial,Erevan ARM,2008.06.15,Gabriel Sargissian,Boris Gelfand,2643,2723,0-1
Boris Gelfand,Alexander Onischuk,1,Koop Tjuchem,Groningen NED,1996.12.28,Boris Gelfand,Alexander Onischuk,2665,2605,1/2-1/2
Boris Gelfand,Bu Xiangzhi,1,Karen Asrian Memorial,Erevan ARM,2008.06.12,Bu Xiangzhi,Boris Gelfand,2708,2723,0-1
Boris Gelfand,Vladimir Malakhov,1,Russie (championnat equipes),Sochi RUS,2004.04.??,Vladimir Malakhov,Boris Gelfand,2700,2709,0-1
Boris Gelfand,Garry Kasparov,1,It,Astana KAZ,2001.05.21,Garry Kasparov,Boris Gelfand,2827,2712,1/2-1/2
Boris Gelfand,Zurab Azmaiparashvili,1,GpA,Cap d'Agde FRA,2003.10.25,Boris Gelfand,Zurab Azmaiparashvili,2703,2693,1-0
Boris Gelfand,Adhiban Baskaran,1,Julius Baer GenCup Prelim,chess24.com INT,2022.09.21,Adhiban Baskaran,Boris Gelfand,2603,2668,1/2-1/2
Boris Gelfand,Markus Ragger,1,Graz Match 2019,Graz AUT,2019.02.22,Boris Gelfand,Markus Ragger,2669,2683,1/2-1/2
Boris Gelfand,Alexander Motylev,1,Yuri Razuvaev Mem 2020,chess.com INT,2020.11.06,Boris Gelfand,Alexander Motylev,2676,2641,1-0
Boris Gelfand,Igor Kovalenko,1,Paul Keres Memorial 2015,Tallinn EST,2016.01.10,Boris Gelfand,Igor Kovalenko,2735,2680,1/2-1/2
Boris Gelfand,Evgeny Tomashevsky,1,Tolstoy Mem 2021,Yasnaya Polyana RUS,2021.09.11,Evgeny Tomashevsky,Boris Gelfand,2708,2680,1/2-1/2
Boris Gelfand,Daniil Dubov,1,Levitov Chess Week Rapid,Amsterdam NED,2023.09.22,Daniil Dubov,Boris Gelfand,2710,2655,1/2-1/2
Boris Gelfand,Boris Grachev,1,World Blitz 2019,Moscow RUS,2019.12.29,Boris Grachev,Boris Gelfand,2614,2684,1/2-1/2
Boris Gelfand,Sergei Rublevsky,1,4. World Blitz,Almaty KAZ,2008.11.08,Sergei Rublevsky,Boris Gelfand,2702,2719,1/2-1/2
Boris Gelfand,Vadim Milov,1,Credit Suisse,Biel SUI,1997.07.27,Boris Gelfand,Vadim Milov,2695,2635,1/2-1/2
Boris Gelfand,Rauf Mamedov,1,World Blitz 2015,Berlin GER,2015.10.14,Rauf Mamedov,Boris Gelfand,2657,2741,0-1
Boris Gelfand,Alexander Riazantsev,1,World Blitz 2021,Warsaw POL,2021.12.30,Boris Gelfand,Alexander Riazantsev,2663,2634,1-0
Boris Gelfand,Ian Nepomniachtchi,1,World Rapid 2021,Warsaw POL,2021.12.27,Ian Nepomniachtchi,Boris Gelfand,2782,2663,1/2-1/2
Boris Gelfand,Vladislav Kovalev,1,19. Karpov Poikovsky,Poikovsky RUS,2018.06.05,Vladislav Kovalev,Boris Gelfand,2650,2695,1/2-1/2
Boris Gelfand,Wei Yi,1,Armageddon: Chess for TV,Moscow RUS,2019.06.12,Wei Yi,Boris Gelfand,2741,2676,1/2-1/2
Boris Gelfand,Nikita Vitiugov,1,Tolstoy Mem 2021,Yasnaya Polyana RUS,2021.09.11,Boris Gelfand,Nikita Vitiugov,2680,2727,1/2-1/2
Boris Gelfand,Andrei Volokitin,1,It,Bermuda BER,2005.02.08,Boris Gelfand,Andrei Volokitin,2696,2685,1/2-1/2
Boris Gelfand,Alexey Dreev,1,World Rapid 2019,Moscow RUS,2019.12.27,Alexey Dreev,Boris Gelfand,2677,2684,1/2-1/2
Boris Gelfand,Baadur Jobava,1,Sparkassen,Dortmund GER,2006.08.04,Boris Gelfand,Baadur Jobava,2729,2651,1-0
Boris Gelfand,Arkadij Naiditsch,1,38. Olympiad,Dresden GER,2008.11.21,Boris Gelfand,Arkadij Naiditsch,2719,2678,1-0
Boris Gelfand,Ferenc Berkes,1,FIDE World Cup 2023,Baku AZE,2023.08.02,Ferenc Berkes,Boris Gelfand,2615,2668,1/2-1/2
Boris Gelfand,Viktor Bologan,1,World Blitz 2021,Warsaw POL,2021.12.29,Boris Gelfand,Viktor Bologan,2663,2574,1/2-1/2
Boris Gelfand,Igor Lysy,1,Vladimir Petrov Mem 2015,Jurmala LAT,2015.03.07,Boris Gelfand,Igor Lysy,2747,2691,1/2-1/2
Boris Gelfand,Denis Khismatullin,1,TCh-RUS Premier 2018,Sochi RUS,2018.05.04,Denis Khismatullin,Boris Gelfand,2632,2695,1/2-1/2
Boris Gelfand,Ding Liren,1,Legends of Chess Prelim,chess24.com INT,2020.07.21,Ding Liren,Boris Gelfand,2791,2676,0-1
Boris Gelfand,Emil Sutovsky,1,Richard Riordan GM Rapid,Netanya ISR,2009.07.14,Boris Gelfand,Emil Sutovsky,2755,2675,1/2-1/2
Boris Gelfand,Bassem Amin,1,10. World Teams 2015,Tsaghkadzor ARM,2015.04.20,Bassem Amin,Boris Gelfand,2634,2747,1/2-1/2
Boris Gelfand,Zahar Efimenko,1,FIDE Chess.com Grand Swiss,Douglas ENG,2019.10.10,Zahar Efimenko,Boris Gelfand,2604,2686,1/2-1/2
Boris Gelfand,Samuel Sevian,1,PNWCC Online Blitz JP 13,lichess.org INT,2020.06.13,Boris Gelfand,Samuel Sevian,2676,2660,1-0
Boris Gelfand,Wesley So,1,Levitov Chess Week Rapid,Amsterdam NED,2023.09.26,Boris Gelfand,Wesley So,2655,2753,1/2-1/2
Boris Gelfand,Jan-Krzysztof Duda,1,1. Prague Masters 2019,Prague CZE,2019.03.10,Boris Gelfand,Jan-Krzysztof Duda,2655,2731,1/2-1/2
Boris Gelfand,Alexey Sarana,1,PNWCC Online Blitz JP 13,lichess.org INT,2020.06.13,Boris Gelfand,Alexey Sarana,2676,2654,1-0
Boris Gelfand,Nodirbek Abdusattorov,1,CGC KO 2022,chess.com INT,2022.09.15,Nodirbek Abdusattorov,Boris Gelfand,2713,2668,1/2-1/2
Boris Gelfand,Vasyl Ivanchuk,1,Julius Baer GenCup Prelim,chess24.com INT,2022.09.19,Boris Gelfand,Vasyl Ivanchuk,2668,2678,1/2-1/2
Boris Gelfand,Jeffery Xiong,1,GM Gelfand Camp Blitz,chess.com INT,2020.07.01,Jeffery Xiong,Boris Gelfand,2709,2676,0-1
Boris Gelfand,Samuel Shankland,1,5th Prague Masters 2023,Prague CZE,2023.06.21,Samuel Shankland,Boris Gelfand,2711,2668,1/2-1/2
Boris Gelfand,Vincent Keymer,1,5th Prague Masters 2023,Prague CZE,2023.06.29,Vincent Keymer,Boris Gelfand,2690,2668,1/2-1/2
Boris Gelfand,Kirill Alekseenko,1,Tolstoy Mem 2021,Yasnaya Polyana RUS,2021.09.12,Boris Gelfand,Kirill Alekseenko,2680,2693,1/2-1/2
Boris Gelfand,Gawain Jones,1,12th LCC ENG v ROW 2021,London ENG,2021.12.05,Gawain Jones,Boris Gelfand,2665,2663,1/2-1/2
Boris Gelfand,Yuriy Kryvoruchko,1,TCh-ESP Div Honor 2021,Toledo ESP,2021.10.14,Boris Gelfand,Yuriy Kryvoruchko,2680,2686,1/2-1/2
Boris Gelfand,Rameshbabu Praggnanandhaa,1,FIDE Grand Swiss 2021,Riga LAT,2021.11.06,Rameshbabu Praggnanandhaa,Boris Gelfand,2618,2680,1/2-1/2
Boris Gelfand,Arjun Erigaisi,1,9th Gashimov Mem Rapid,Baku AZE,2023.12.08,Boris Gelfand,Arjun Erigaisi,2660,2727,1/2-1/2
Boris Gelfand,Luke McShane,1,12th LCC ENG v ROW 2021,London ENG,2021.12.08,Luke McShane,Boris Gelfand,2655,2663,1/2-1/2
Boris Gelfand,Evgeny Najer,1,World Blitz 2022,Almaty KAZ,2022.12.29,Boris Gelfand,Evgeny Najer,2667,2662,1-0
Boris Gelfand,Javokhir Sindarov,1,Satty Zhuldyz Blitz 2023,Astana KAZ,2023.04.24,Javokhir Sindarov,Boris Gelfand,2661,2678,1/2-1/2
Boris Gelfand,Gukesh Dommaraju,1,28th Sigeman & Co 2023,Malmo SWE,2023.05.09,Boris Gelfand,Gukesh Dommaraju,2678,2730,1/2-1/2
Boris Gelfand,Pentala Harikrishna,1,5th Prague Masters 2023,Prague CZE,2023.06.24,Pentala Harikrishna,Boris Gelfand,2704,2668,1/2-1/2
Boris Gelfand,Richárd Rapport,1,9th Gashimov Mem Blitz,Baku AZE,2023.12.11,Boris Gelfand,Richárd Rapport,2660,2731,1/2-1/2
Vladimir Kramnik,Alexander Morozevich,1,Crocus City Stars Rapid,Krasnogorsk RUS,2022.10.01,Vladimir Kramnik,Alexander Morozevich,2753,2659,1-0
Vladimir Kramnik,Hikaru Nakamura,1,GCT Rapid Paris 2018,Paris FRA,2018.06.20,Vladimir Kramnik,Hikaru Nakamura,2792,2769,1/2-1/2
Vladimir Kramnik,Shakhriyar Mamedyarov,1,Levitov Chess Week Rapid,Amsterdam NED,2023.09.22,Vladimir Kramnik,Shakhriyar Mamedyarov,2753,2734,1-0
Vladimir Kramnik,Zurab Azmaiparashvili,1,15. ECC Final,Bugojno BIH,1999.10.30,Zurab Azmaiparashvili,Vladimir Kramnik,2681,2760,1/2-1/2
Vladimir Kramnik,Levon Aronian,1,Levitov Chess Week Rapid,Amsterdam NED,2023.09.22,Levon Aronian,Vladimir Kramnik,2742,2753,1/2-1/2
Vladimir Kramnik,Anatoly Karpov,1,Amber Blindfold,Monte Carlo MNC,1998.03.21,Vladimir Kramnik,Anatoly Karpov,2790,2735,1/2-1/2
Vladimir Kramnik,Boris Gelfand,1,Levitov Chess Week Rapid,Amsterdam NED,2023.09.25,Boris Gelfand,Vladimir Kramnik,2655,2753,1/2-1/2
Vladimir Kramnik,Garry Kasparov,1,g/5 Match,Moscow RUS,1998.11.27,Vladimir Kramnik,Garry Kasparov,2780,2815,1-0
Vladimir Kramnik,Dmitry Andreikin,1,chess.com SpeedChess Q1Sw,chess.com INT,2023.08.21,Vladimir Kramnik,Dmitry Andreikin,2753,2729,1-0
Vladimir Kramnik,Viswanathan Anand,1,Levitov Chess Week Rapid,Amsterdam NED,2023.09.23,Viswanathan Anand,Vladimir Kramnik,2754,2753,1/2-1/2
Vladimir Kramnik,Peter Leko,1,Legends of Chess Prelim,chess24.com INT,2020.07.24,Peter Leko,Vladimir Kramnik,2663,2753,0-1
Vladimir Kramnik,Veselin Topalov,1,It,Las Palmas ESP,1996.12.10,Vladimir Kramnik,Veselin Topalov,2765,2750,1/2-1/2
Vladimir Kramnik,Ian Nepomniachtchi,1,Airthings Masters Play-In,chess.com INT,2023.02.03,Ian Nepomniachtchi,Vladimir Kramnik,2793,2753,1/2-1/2
Vladimir Kramnik,Magnus Carlsen,1,World Blitz,Moscow RUS,2007.11.21,Vladimir Kramnik,Magnus Carlsen,2785,2714,1-0
Vladimir Kramnik,Nikita Vitiugov,1,Titled Tue 23rd May Early,chess.com INT,2023.05.23,Vladimir Kramnik,Nikita Vitiugov,2753,2724,1-0
Vladimir Kramnik,Peter Svidler,1,GCT Blitz Paris 2021,Paris FRA,2021.06.21,Vladimir Kramnik,Peter Svidler,2753,2714,1-0
Vladimir Kramnik,Anish Giri,1,Legends of Chess Prelim,chess24.com INT,2020.07.22,Anish Giri,Vladimir Kramnik,2764,2753,1/2-1/2
Vladimir Kramnik,Ernesto Inarkiev,1,Crocus City Stars Blitz,Krasnogorsk RUS,2022.10.04,Vladimir Kramnik,Ernesto Inarkiev,2753,2661,1-0
Vladimir Kramnik,Maxime Vachier-Lagrave,1,Alekhine Memorial,Paris/St Petersburg FRA/RUS,2013.04.23,Vladimir Kramnik,Maxime Vachier-Lagrave,2801,2722,1/2-1/2
Vladimir Kramnik,Wei Yi,1,80. Tata Steel GpA,Wijk aan Zee NED,2018.01.13,Vladimir Kramnik,Wei Yi,2787,2743,1-0
Vladimir Kramnik,Wesley So,1,Levitov Chess Week Rapid,Amsterdam NED,2023.09.23,Vladimir Kramnik,Wesley So,2753,2753,1/2-1/2
Vladimir Kramnik,Fabiano Caruana,1,NC World Masters 2023,Dortmund GER,2023.06.28,Vladimir Kramnik,Fabiano Caruana,2753,2773,1-0
Vladimir Kramnik,Liviu-Dieter Nisipeanu,1,43. GM 2015,Dortmund GER,2015.07.04,Vladimir Kramnik,Liviu-Dieter Nisipeanu,2783,2654,1/2-1/2
Vladimir Kramnik,Ding Liren,1,Legends of Chess Prelim,chess24.com INT,2020.07.25,Ding Liren,Vladimir Kramnik,2791,2753,0-1
Vladimir Kramnik,Alexander Grischuk,1,Levitov Chess Week Rapid,Amsterdam NED,2023.09.22,Alexander Grischuk,Vladimir Kramnik,2732,2753,1/2-1/2
Vladimir Kramnik,Maxim Matlakov,1,AI Cup Play-In 2023,chess.com INT,2023.09.18,Maxim Matlakov,Vladimir Kramnik,2674,2753,0-1
